Age,Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income,Default
32,44689,33014,356,28,0.13278825664762053,0
58,75690,45857,532,11,0.34938420152132144,0
57,119042,21057,329,6,0.26721655887484574,0
56,108251,6310,666,13,0.4228710086793478,0
40,82320,14819,355,27,0.544502423035548,0
41,89226,18457,309,15,0.1627454590616608,0
39,81091,5477,446,0,0.3251538262361139,0
62,131565,13906,663,9,0.3115969032517566,0
35,104301,14868,552,10,0.26189761919696075,0
36,46942,23546,552,6,0.34008338275034977,0
52,63712,38276,742,17,0.5403642389244833,0
22,130430,12319,639,18,0.5868309668829247,0
24,90277,38149,815,13,0.10142144369192516,0
37,74632,6845,652,16,0.4695157715565631,0
44,63031,28684,622,22,0.4075406001565104,0
32,45478,34858,439,18,0.5972560735931726,1
33,47551,47678,744,21,0.1449656979443348,0
31,73068,31667,394,27,0.5056731507888516,0
53,118608,30293,719,12,0.5669640897276496,0
37,60561,29893,813,22,0.5560578159614086,0
29,27892,9629,449,2,0.3802863521089076,1
59,124502,10704,650,1,0.26377807250835883,0
33,49395,6776,415,24,0.4199519185154419,1
45,43756,36236,536,8,0.2530359976116169,0
49,141580,6244,569,6,0.3061346296501999,0
29,112710,6333,590,13,0.3228624923959298,0
49,59651,8669,733,4,0.2509750882072984,0
57,145155,22584,308,19,0.2709136823720123,0
47,91333,32277,774,14,0.10365655948359229,0
29,98745,6933,821,19,0.24853943188082397,0
49,131539,38514,836,0,0.33615268708000423,0
49,74306,46800,310,19,0.18650368510868034,0
58,46346,29357,626,6,0.5027922884265007,0
62,138561,32071,575,29,0.36881851106428765,0
57,53024,11827,669,4,0.49694033408974136,0
48,119950,35844,789,24,0.16405171618569567,0
38,143768,30664,644,3,0.5102556288793106,0
30,65818,5792,667,10,0.5791314635930683,0
54,30947,44695,610,18,0.27622699301829756,0
41,100153,22651,784,5,0.24197620223378571,0
34,111240,47510,314,19,0.42341577141857223,1
49,119238,44137,303,26,0.4179570552712024,0
50,92428,24074,675,28,0.15623401945210733,0
34,54754,12874,668,17,0.5633793923503926,0
56,88355,21676,764,4,0.3395280776855799,0
27,83241,44632,832,29,0.48220820734529746,0
39,93960,41790,436,28,0.2796588380917847,0
26,132754,23032,662,19,0.23076832097788771,0
46,38418,35885,515,14,0.15563594804290112,0
23,120422,16008,667,20,0.23725935738148032,0
31,125319,49870,416,27,0.5967155727631481,0
51,113593,48878,478,24,0.42898009194165687,1
26,80184,10171,545,19,0.5013911650212847,1
54,29833,14589,427,5,0.5792545642767419,1
22,100430,23077,657,3,0.13949567589795867,0
39,139246,11710,377,16,0.1823472128674968,0
53,66833,25236,592,14,0.5639828459971423,0
32,25565,43227,381,17,0.3822768408299738,0
42,65180,19937,641,5,0.4174246027029219,0
47,43402,14754,637,23,0.3138171411931975,0
46,67845,30688,395,24,0.5072143673947654,1
43,100851,12048,444,19,0.358622107585042,0
48,37834,27568,820,21,0.5130647291596651,0
34,92850,37047,696,18,0.5960933017895208,0
54,62180,14483,656,11,0.42336339213488117,0
55,28883,22545,485,8,0.3644067919173488,0
62,134688,22413,842,7,0.28257892713261334,0
56,100587,33913,450,27,0.1973482212393238,0
22,131520,38746,618,14,0.4283288937777857,0
42,36695,13709,358,0,0.13131859584877212,0
27,48123,30358,309,28,0.57814379266712,1
49,83481,16023,423,1,0.4237776027521144,1
38,98438,34851,655,25,0.5796813866339731,0
26,136491,33756,645,29,0.2361372551479712,0
52,42573,16145,536,24,0.5732579069754442,1
26,146844,26192,632,25,0.4060625710935486,0
59,119910,23839,316,2,0.5051319830763111,1
24,81494,32410,723,29,0.18946165135718498,0
44,37288,45160,623,18,0.35005518572891126,0
58,71978,16447,322,9,0.3844801830430682,0
58,97420,26033,758,24,0.2964272124101194,0
31,142845,46355,759,13,0.22661636760903994,0
31,101095,15129,820,18,0.5523873707498914,0
40,79672,35358,720,25,0.14252944080254284,0
38,86821,18907,702,27,0.1769935455508778,0
42,108661,26637,630,10,0.2602552665659006,0
35,94224,43196,756,20,0.5598850007485296,0
30,114405,27369,782,5,0.3821051851504691,0
22,137418,34481,797,18,0.2865868459154779,0
34,128673,36681,326,13,0.30133910760871685,0
25,79796,7589,696,25,0.5188887962327816,0
22,69706,28560,487,7,0.11338978729455232,0
61,148777,8034,439,1,0.10566952911719482,1
53,29023,5169,820,21,0.12304234806746953,0
55,139286,31913,391,17,0.3346025003098191,0
49,107636,8239,376,24,0.39062469730408744,0
52,61735,8415,543,21,0.4122344052539818,1
29,97959,24952,387,24,0.46556856220030984,1
60,64218,16408,593,29,0.19486189330156453,0
47,37213,8484,394,3,0.23114233807655746,0
55,126519,23225,552,27,0.22175350797564983,0
24,147513,19923,698,2,0.17458604905533,0
33,123694,25936,353,1,0.2221977882018383,1
22,53460,44612,542,23,0.40682632235842,1
26,149579,24410,409,3,0.2832057968581213,0
51,89680,34997,520,17,0.48395621846529535,1
51,142725,41733,461,10,0.36820939967153354,0
38,56017,44952,334,8,0.20601958355839337,0
44,123536,26863,336,27,0.3336910002916693,0
36,117038,10380,669,7,0.39668440129433735,0
58,55990,25710,476,20,0.5330974857144087,0
42,44515,20285,820,7,0.5168588000329986,0
35,54991,32260,574,4,0.31323991775815785,0
23,32634,37879,404,12,0.42383790954877454,1
32,102034,21143,455,6,0.2489023898328537,0
60,101452,12413,635,20,0.4165016547248821,0
59,54377,36578,325,28,0.5563962225146376,0
55,58001,19726,595,4,0.41227138483180736,0
59,26391,32015,836,12,0.2518859187084277,0
55,90206,10983,654,19,0.4219917116852443,0
39,134388,24178,368,28,0.5513773354164594,0
51,67215,31990,626,15,0.16852346538608196,0
36,104720,15321,450,29,0.3412234589477072,0
48,52114,48829,619,13,0.26052547496788747,0
55,36882,41366,751,4,0.22073372694669582,0
59,138142,39294,411,22,0.29810448814957136,0
54,42273,45677,761,18,0.2969840229905717,0
45,131206,39737,661,3,0.20521649844661335,0
36,70647,46911,502,23,0.3018125642555607,0
51,107665,22886,786,21,0.4168659101412103,0
63,89892,49296,779,23,0.11286598260187489,0
38,67679,27791,303,10,0.594612606323992,0
26,25427,13301,428,1,0.2479721624569541,1
50,121952,40122,325,12,0.4118226822525637,1
25,91267,43087,326,15,0.2417744725832122,0
31,25799,37993,341,8,0.2967679388097585,0
38,80659,40779,363,15,0.37461873790110023,0
31,119409,41894,324,6,0.4059262513182238,0
38,32025,38381,371,15,0.485228974760044,1
41,39481,19082,781,12,0.49584190744462453,0
45,50411,10458,567,4,0.3593515895613104,0
26,121894,46770,394,26,0.13786287713187803,0
55,130928,27300,694,14,0.3788917794422687,0
27,148014,7699,663,6,0.3387901420346694,0
23,39961,34485,614,17,0.20769330363263908,0
34,46767,45285,416,26,0.10508143599489458,0
64,145895,6019,463,19,0.2579829870903594,0
64,76690,37471,605,22,0.2297441610340132,0
32,77870,25270,499,1,0.3414551091751482,0
44,131536,27615,479,7,0.4808007846255007,0
37,61135,18698,657,29,0.3195200055419314,0
52,89514,43346,551,9,0.5757842100176235,0
32,111928,11729,598,9,0.21065665905534767,0
37,103798,44729,729,10,0.21047602078407626,0
29,95765,16171,303,20,0.402224781419382,1
25,48772,18947,553,28,0.5481312968928868,0
61,43799,39725,395,20,0.43592878363787546,1
25,137051,24450,466,7,0.4368391147776983,1
46,48555,18300,630,15,0.503142987220905,0
24,117152,24064,361,15,0.43433977136728863,1
53,44333,9441,473,28,0.4796738511115669,1
24,29261,24332,552,28,0.5330637308048416,0
48,144833,25115,760,27,0.10395535377748369,0
50,94002,38869,514,16,0.5428114551970803,1
53,71553,26868,538,5,0.20763218886919013,0
40,28088,46997,714,17,0.5560527383916111,1
42,70783,25615,425,16,0.23309164764049725,0
26,26115,18615,552,11,0.32761946966866773,0
39,95114,19732,496,14,0.5669416849026307,1
49,93126,30367,712,28,0.15487340635496807,0
63,97908,47738,755,6,0.47264156419771763,0
43,94109,5981,353,27,0.2962243193505397,0
42,27978,26554,638,13,0.11205037353994832,0
27,133943,30319,658,29,0.5695665335073691,0
22,34422,21130,450,3,0.1589144311675256,0
26,68626,23815,399,16,0.4870708854319382,0
62,114233,13566,533,25,0.29213507340513367,0
33,81174,31329,843,10,0.5052914641554366,0
47,121356,11349,361,26,0.4751436323924322,0
55,62743,15728,495,5,0.4166092710575332,0
35,95461,45316,841,9,0.5696112585240879,0
47,82199,23375,405,28,0.14946174037316942,0
48,147778,26814,594,27,0.49928956425632987,0
30,54430,41214,750,14,0.43539264079904183,0
47,53834,26545,833,28,0.2573603712692012,0
43,49435,23953,455,5,0.37298609569251284,0
51,112212,7872,705,15,0.42231383997189265,0
64,80797,14368,674,11,0.4681357174901607,0
38,68554,39103,754,18,0.19352986028140248,0
47,79555,10413,501,15,0.15105676049512315,0
57,110350,34269,751,13,0.1510279456165962,0
22,39716,25156,486,5,0.24693433096185077,0
29,85261,18423,667,25,0.1770865770262053,0
56,52528,43062,639,8,0.3678207864876145,0
36,26995,47805,561,21,0.3185199960026277,0
43,47414,6987,842,0,0.5465332817918076,1
35,38844,42597,605,25,0.4587012421432891,0
47,61659,23369,464,21,0.2029061038880817,0
49,40522,32868,387,7,0.12286350518479497,1
44,130449,16434,499,6,0.45457793190113305,1
35,99034,19548,570,13,0.522913776695146,0
45,67322,21636,350,7,0.45049681032751376,0
23,92638,37383,788,10,0.4218971831644137,0
47,126334,47196,497,27,0.2246575342367431,0
35,33524,22007,322,23,0.3473017506126863,0
28,55846,40924,522,8,0.46248084863131533,1
24,98643,35211,520,18,0.1966873863719331,0
44,85096,16328,565,6,0.338271771888647,0
64,139930,8389,372,5,0.15851413541161066,0
39,108804,14458,376,17,0.36535949254981903,0
59,72703,7945,843,4,0.3867686495813024,0
56,49399,14352,734,18,0.3676928152353115,0
36,100160,15486,364,10,0.33473230941157706,0
46,117662,46400,656,4,0.3937269787531341,0
58,113667,7092,317,29,0.598399760559589,0
49,148182,41527,735,26,0.41126821556661275,0
31,73591,10112,740,24,0.4762838611532946,0
60,45714,21937,308,29,0.19606045060732982,0
38,131167,42672,769,23,0.365011702599638,0
60,60877,6112,647,24,0.10375269388720279,0
43,109106,40545,671,8,0.11572887590386013,0
47,103018,36740,474,26,0.26124020303002315,0
46,124854,28481,814,23,0.3333002388560039,0
38,84136,15025,429,29,0.38781841881207313,0
34,58414,39082,592,7,0.5440021835986538,0
41,145832,18562,652,10,0.4858781821134993,0
46,111576,16304,523,26,0.24998847969972385,0
25,103943,12015,823,21,0.4717420880316594,0
31,148592,49885,808,5,0.37469554148664996,0
24,70468,10710,667,29,0.48959064346598513,0
62,123841,17588,799,14,0.30552479740893146,0
39,104702,25967,389,5,0.14594665849900976,0
57,97108,26904,371,25,0.40924388463628547,1
43,123538,29256,732,21,0.37851878032206954,0
55,117508,30052,647,28,0.5768017657739285,0
29,71835,20436,562,29,0.18106506957337284,0
61,88333,26815,570,10,0.42806647212220383,0
40,67464,20196,808,28,0.33703673035718806,0
63,137454,23089,807,14,0.28946122801614704,0
62,47923,22604,719,11,0.497283781977658,0
58,141062,7506,371,8,0.5053251351317455,1
27,86855,37584,373,9,0.45730029417421647,0
47,92445,25709,802,28,0.1418007503679853,0
55,148795,49840,445,14,0.27255535699437006,0
27,135454,43247,345,16,0.12337509266059446,0
58,146906,48202,404,15,0.27184059430029006,0
54,123384,8090,408,25,0.42395888929407566,0
43,92619,44265,616,21,0.3593533859403665,0
42,71146,26552,420,7,0.45146841202542565,1
27,85032,34135,798,16,0.3757308952558577,0
27,138521,19691,342,10,0.3779068882241946,0
25,141378,44761,398,10,0.3554826094489889,0
51,42140,38741,610,5,0.2821626763733486,0
32,27670,26661,513,24,0.3232824398594102,0
51,61519,46025,762,21,0.1562188723069863,0
52,69512,11092,722,29,0.5172542251901014,0
45,82811,40674,688,1,0.5446058192328042,1
30,128565,5570,411,0,0.48313540673044364,1
24,39691,17084,571,19,0.3917930060838245,0
52,130156,5307,401,5,0.3845896240239721,0
61,59262,8742,509,25,0.33516181450186,0
58,79892,46742,321,25,0.2156733657938524,0
57,50595,33792,458,24,0.2919019124725295,0
45,82207,5765,642,4,0.5949529068120043,0
52,140589,46732,699,22,0.17290150624164072,0
27,58440,29198,753,21,0.37134162994236064,0
23,33630,12735,442,21,0.5332628994907549,1
41,56250,21202,696,8,0.3265008405103046,0
49,119334,16377,835,4,0.4028051327865094,0
32,133572,19297,440,17,0.5138965762055269,1
25,123748,13036,539,23,0.37378067905217727,0
36,132461,45364,591,26,0.46573458075716523,0
27,102518,29369,381,29,0.2736361909327367,0
51,99191,39817,470,18,0.4665116078927527,1
59,89791,42443,825,14,0.12051065832067989,0
23,109118,6663,841,29,0.17644964735837046,0
36,125591,44244,409,14,0.4186480881497542,0
32,88753,17028,511,8,0.3244772756693305,0
29,135261,24823,737,13,0.5141744734800717,0
47,85520,20077,621,4,0.27098723806598446,0
26,29008,44911,383,29,0.48360415671273527,1
27,69464,24631,675,16,0.16955643362695147,0
47,132408,6910,352,14,0.565073289446285,1
25,25496,38500,795,19,0.3092196690317145,0
40,124767,24897,555,24,0.21545093198668605,0
41,48212,42377,519,16,0.4945760268368212,1
54,45637,16134,399,23,0.5739430815289925,1
41,70227,42224,428,23,0.5590408642559846,0
33,107413,31897,518,24,0.21896946500030476,0
22,144753,41103,776,8,0.4360038497013967,0
47,145118,12056,757,12,0.37342899630214244,0
35,108346,33950,321,21,0.4625520846071348,0
59,34884,7753,628,12,0.3434664242843162,0
58,141481,36941,779,4,0.3348815783345438,0
32,93259,39140,638,27,0.541353422917471,0
57,74810,19234,478,27,0.5356282066400858,1
34,29761,14636,720,13,0.493798162591623,0
64,98166,8376,781,29,0.45244744081006694,0
24,41375,35783,348,6,0.4391832894638916,1
54,132045,46249,329,24,0.12809095294611386,0
27,50218,48025,384,4,0.4747680926760276,1
31,55565,21447,801,11,0.41905223990101204,0
26,127654,25329,845,2,0.25120569812552485,0
44,57975,21713,628,8,0.5100507430893356,0
31,52073,9858,733,9,0.5162235361376621,0
23,94726,24472,548,28,0.5660953336268068,1
34,26883,21524,433,0,0.30917901673334414,1
61,93422,9539,664,13,0.37562498453652626,0
23,74629,23857,724,0,0.5529771250058606,0
41,89170,43362,714,9,0.2584007001409444,0
22,99489,41671,811,29,0.4983213186695057,0
58,33381,10364,684,10,0.5959833035566526,1
30,48238,5449,687,27,0.42596783065927923,0
38,38795,25830,748,19,0.5918519889167252,0
30,120964,26078,602,1,0.3579062158526317,0
32,87999,42574,398,22,0.17652669442559613,0
36,74907,5869,605,1,0.18779794031227107,0
45,34638,43847,341,22,0.4656872409297803,1
59,95467,45075,767,23,0.10045438332109033,0
56,67623,33140,739,27,0.4309439597756619,0
51,63492,8659,626,10,0.1756358887050168,0
52,51411,41370,332,7,0.592184292043157,1
26,135724,46352,711,2,0.18156376372717384,0
35,45534,19385,413,8,0.37623199748843594,1
32,127364,48751,807,25,0.4347228876146112,0
30,54181,24337,355,15,0.509748092795703,1
55,128069,10131,651,25,0.3296318593923423,0
33,44996,6358,628,15,0.5668993789849247,0
56,97089,30614,845,9,0.34012318653273244,0
56,130682,21771,569,5,0.22602997006366707,0
22,108609,18603,495,19,0.39651760875798514,0
61,141004,21246,712,23,0.429002789900227,0
43,97666,22216,378,19,0.35369557150119757,0
50,54405,46209,382,19,0.46659106406108886,1
29,126490,47987,436,10,0.3103403885382554,0
32,96325,47488,838,7,0.10216841190745143,0
62,53930,25577,605,19,0.23226946894413594,0
58,139426,47320,610,0,0.5729526641873018,1
35,42529,16301,687,5,0.4816116265837811,0
51,78546,14515,848,27,0.19476691212367128,0
56,32942,31802,805,7,0.13332649596427812,0
42,32548,5891,687,29,0.2753984492253153,0
58,140248,26972,592,13,0.5181509644600829,0
26,43296,25932,478,2,0.1529897066357638,0
40,76016,9192,728,1,0.3716769356481482,0
35,122780,21128,823,21,0.23750012252544542,0
47,25296,27836,611,0,0.4631275111696098,1
25,92945,29837,379,10,0.10020515791869342,0
46,84980,27778,313,20,0.2385870635074123,0
63,81782,48130,353,5,0.43962518223675584,0
46,59229,21708,746,7,0.3733752560081599,0
39,121382,46945,364,6,0.48943281329239785,1
61,78444,29232,671,5,0.17883796672026922,0
29,60036,44412,802,17,0.36548776745329403,0
60,140682,9782,395,11,0.19788489522654015,0
61,64322,31315,832,7,0.4196100696573356,0
35,139695,15052,559,23,0.1656712629175199,0
53,52167,24521,547,26,0.17434690533289274,0
59,76667,8898,426,20,0.26410262081396596,0
54,119527,22219,798,18,0.30095321203641534,0
44,108337,9154,345,27,0.3492798252586936,0
36,76468,40546,567,26,0.3903534350035208,0
54,97894,18809,841,23,0.334406909906941,0
46,78084,30972,393,4,0.12281936105897098,0
38,88138,44177,615,18,0.2717301884593981,0
54,47588,17523,370,8,0.1306909727334322,1
23,87901,42081,748,24,0.15904188718433018,0
35,42671,27030,666,11,0.1464117838806955,0
61,108038,45376,709,14,0.17904776855927737,0
61,115664,25105,390,22,0.5064602666782797,1
60,56645,29295,808,12,0.41378619831863495,0
27,32637,16864,827,23,0.35339045504325917,0
27,25660,48982,409,12,0.4661287563725339,1
24,132211,17876,388,20,0.5806118880187378,1
28,31922,23055,571,20,0.3088375726393007,0
29,118697,38684,546,4,0.28370597129265784,0
63,69721,26972,660,1,0.5888867820023199,1
36,82256,30493,677,18,0.4856651826800684,0
50,146025,14325,505,7,0.4885556131740084,0
54,142217,41775,644,13,0.39997114751099394,0
51,94506,25373,754,28,0.3535042144806446,0
60,93943,41253,366,5,0.37529585512421737,0
48,149338,26181,342,24,0.42604252534585574,0
57,52843,15961,528,6,0.28841967525594614,0
50,34046,22705,743,13,0.49114738228789767,1
59,114336,49676,533,5,0.5546104717964794,1
54,88985,41122,498,15,0.38564184308285365,0
58,105083,31104,796,26,0.2907378114621466,0
48,128064,18509,331,29,0.4477948924380497,1
54,121925,12101,563,3,0.19108227709027856,0
25,141585,9743,412,6,0.5842863241140731,1
43,55346,13951,758,15,0.42899367732399796,0
23,113284,12014,575,3,0.1337843615432305,0
31,148152,41180,445,6,0.36487503575922375,0
26,136769,46908,656,20,0.47517037462942535,0
31,127391,48039,305,1,0.2389229625391194,1
54,116384,13219,639,22,0.1254947701486451,0
59,78526,12163,793,7,0.34458121894996985,0
34,98143,7470,407,9,0.5168122217326561,0
52,61787,48498,370,26,0.2257671861956891,0
57,58583,21543,639,1,0.458506556885554,1
45,37563,24276,399,5,0.3038953413741171,0
36,71060,41881,626,3,0.1298160290691048,0
50,146943,18414,332,20,0.25198152490496484,0
29,139462,12749,442,0,0.2569512026341234,1
26,58690,29182,543,5,0.5523321460569065,1
50,136233,16914,516,27,0.5908740810522177,0
